dialog.file<-key;dialog.actor->actor.id;dialog.who->character.id;dialog.from->character.id;dialog.to->character.id;dialog.text
DIA_ADDON_SATURAS_TUERZU_14_04.WAV;14;Saturas;Saturas;Bezimienny;Co zrobił, zanim przeszedł przez portal?
DIA_ADDON_SATURAS_TUERZU_15_05.WAV;15;Saturas;Bezimienny;Saturas;Wypowiedział zaklęcie przy bramie.
DIA_ADDON_SATURAS_TUERZU_14_06.WAV;14;Saturas;Saturas;Bezimienny;A przedtem?
DIA_ADDON_SATURAS_TUERZU_15_07.WAV;15;Saturas;Bezimienny;Saturas;Otworzył grób.
DIA_ADDON_SATURAS_TUERZU_15_09.WAV;15;Saturas;Bezimienny;Saturas;Już ci mówiłem...
DIA_ADDON_SATURAS_TUERZU_14_10.WAV;14;Saturas;Saturas;Bezimienny;Dokładnie!
DIA_ADDON_SATURAS_TUERZU_15_08.WAV;15;Saturas;Bezimienny;Saturas;Wiem, że musiał odprawić jakiś rytuał...
DIA_ADDON_SATURAS_TUERZU_14_11.WAV;14;Saturas;Saturas;Bezimienny;Rytuał...
DIA_ADDON_SATURAS_TUERZU_14_12.WAV;14;Saturas;Saturas;Bezimienny;Tak! Właśnie to!
DIA_ADDON_SATURAS_TUERZU_14_13.WAV;14;Saturas;Saturas;Bezimienny;Obawiam się, że Kruk zyskał moc strażników umarłych.
DIA_ADDON_SATURAS_TUERZU_14_14.WAV;14;Saturas;Saturas;Bezimienny;Zdobył wiedzę na temat świątyni od ducha!
DIA_ADDON_SATURAS_TUERZU_14_15.WAV;14;Saturas;Saturas;Bezimienny;Musisz udać się do Myxira i mu o tym opowiedzieć.
DIA_ADDON_SATURAS_GHOSTQUESTIONS_15_00.WAV;15;Saturas;Bezimienny;Saturas;Rozmawiałem z Quarhodronem.
DIA_ADDON_SATURAS_GHOSTQUESTIONS_14_01.WAV;14;Saturas;Saturas;Bezimienny;I co powiedział?
DIA_ADDON_SATURAS_GHOSTQUESTIONS_15_02.WAV;15;Saturas;Bezimienny;Saturas;Że pomoże mi tylko wtedy, jeśli odpowiem mu na kilka pytań.
DIA_ADDON_SATURAS_GHOSTQUESTIONS_14_03.WAV;14;Saturas;Saturas;Bezimienny;W czym problem?
DIA_ADDON_SATURAS_GHOSTQUESTIONS_15_04.WAV;15;Saturas;Bezimienny;Saturas;Nie jestem pewien, co mam mu powiedzieć.
DIA_ADDON_SATURAS_GHOSTQUESTIONS_14_05.WAV;14;Saturas;Saturas;Bezimienny;Hm... wiemy, że uczeni z tego miasta zbudowali na północy bibliotekę.
DIA_ADDON_SATURAS_GHOSTQUESTIONS_14_06.WAV;14;Saturas;Saturas;Bezimienny;Bardzo dokładnie spisywali wszystkie wydarzenia przeszłości.
DIA_ADDON_SATURAS_GHOSTQUESTIONS_14_07.WAV;14;Saturas;Saturas;Bezimienny;Może tam znajdziesz odpowiedzi na pytania Quarhodrona.
DIA_ADDON_SATURAS_TALKEDTOGHOST_15_00.WAV;15;Saturas;Bezimienny;Saturas;Problem z bramą u wejścia do świątyni został rozwiązany.
DIA_ADDON_SATURAS_TALKEDTOGHOST_14_01.WAV;14;Saturas;Saturas;Bezimienny;Duch przemówił?
DIA_ADDON_SATURAS_TALKEDTOGHOST_15_02.WAV;15;Saturas;Bezimienny;Saturas;Tak.
DIA_ADDON_SATURAS_TALKEDTOGHOST_14_03.WAV;14;Saturas;Saturas;Bezimienny;Wiesz, jak dostać się do świątyni?
DIA_ADDON_SATURAS_TALKEDTOGHOST_15_04.WAV;15;Saturas;Bezimienny;Saturas;Tak. Zdradził też, co się w niej znajduje.
DIA_ADDON_SATURAS_TALKEDTOGHOST_15_05.WAV;15;Saturas;Bezimienny;Saturas;Mówił o potężnym mieczu oraz o komnatach Adanosa.
DIA_ADDON_SATURAS_TALKEDTOGHOST_14_06.WAV;14;Saturas;Saturas;Bezimienny;Na Adanosa! Jak mogliśmy być tak krótkowzroczni?
DIA_ADDON_SATURAS_TALKEDTOGHOST_14_07.WAV;14;Saturas;Saturas;Bezimienny;Wskazówki w tych dokumentach...
DIA_ADDON_SATURAS_TALKEDTOGHOST_14_08.WAV;14;Saturas;Saturas;Bezimienny;Tym mieczem może być jedynie Szpon Beliara.
DIA_ADDON_SATURAS_TALKEDTOGHOST_14_09.WAV;14;Saturas;Saturas;Bezimienny;Musimy jak najszybciej przejść przez komnaty i zdobyć tę broń.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_15_00.WAV;15;Saturas;Bezimienny;Saturas;Co to za Szpon Beliara?
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_01.WAV;14;Saturas;Saturas;Bezimienny;To wcielenie zła. Beliar stworzył ten miecz własnoręcznie.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_02.WAV;14;Saturas;Saturas;Bezimienny;Każdy, kto nim włada, posiada potężne narzędzie zniszczenia.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_03.WAV;14;Saturas;Saturas;Bezimienny;Im silniejszy jest właściciel broni, tym większa moc Szpona.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_04.WAV;14;Saturas;Saturas;Bezimienny;Jedynie ktoś wielkiego ducha i silnej wiary może oprzeć się jego mocy.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_05.WAV;14;Saturas;Saturas;Bezimienny;To jasne, dlaczego budowniczowie odcięli od świata tę dolinę.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_06.WAV;14;Saturas;Saturas;Bezimienny;Przynieśli to narzędzie zła do swojego miasta i ulegli jego czarowi.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_07.WAV;14;Saturas;Saturas;Bezimienny;Chciwość sprawiła, że ci aroganccy głupcy pozabijali się nawzajem.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_08.WAV;14;Saturas;Saturas;Bezimienny;Na tym się nie skończyło. Gniew Adanosa przetoczył się po całym kraju i wszystko zatopiło morze.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_09.WAV;14;Saturas;Saturas;Bezimienny;W rzeczy samej, twórcy portalu dobrze zrobili, ukrywając te rzeczy przed resztą świata.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_10.WAV;14;Saturas;Saturas;Bezimienny;Cóż za tragiczny koniec tak wspaniałej kultury.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_11.WAV;14;Saturas;Saturas;Bezimienny;Teraz rozumiesz doniosłość swojej misji?
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_12.WAV;14;Saturas;Saturas;Bezimienny;Kruk jest silnym wojownikiem zaślepionym rządzą władzy.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_13.WAV;14;Saturas;Saturas;Bezimienny;W jego ręku Szpon stanie się narzędziem zniszczenia.
DIA_ADDON_SATURAS_TALKEDTOGHOST_WASISTDAS_14_14.WAV;14;Saturas;Saturas;Bezimienny;Nie wolno mu dostać tej broni. Inaczej czeka nas zagłada.
DIA_ADDON_SATURAS_TALKEDTOGHOST_KAMMERN_15_00.WAV;15;Saturas;Bezimienny;Saturas;Czym są komnaty Adanosa?
DIA_ADDON_SATURAS_TALKEDTOGHOST_KAMMERN_14_01.WAV;14;Saturas;Saturas;Bezimienny;Wiem, że brama ma tylko przeszkadzać w wejściu do świątyni.
DIA_ADDON_SATURAS_TALKEDTOGHOST_KAMMERN_14_02.WAV;14;Saturas;Saturas;Bezimienny;Jednak w środku są trzy komnaty, które powinny zatrzymać każdego intruza.
DIA_ADDON_SATURAS_TALKEDTOGHOST_KAMMERN_14_03.WAV;14;Saturas;Saturas;Bezimienny;Kluczem do nich są kolorowe relikty budowniczych.
DIA_ADDON_SATURAS_TALKEDTOGHOST_KAMMERN_14_04.WAV;14;Saturas;Saturas;Bezimienny;Jeśli zdobędziemy wszystkie relikty i rozwiążemy ich zagadki, będziemy mogli dostać się do sanktuarium świątyni.
DIA_ADDON_SATURAS_TALKEDTOGHOST_KAMMERN_14_05.WAV;14;Saturas;Saturas;Bezimienny;Nie wiem, czy Kruk rozszyfrował sekrety świątyni. Jeśli tak zrobił, to mamy duży problem.
DIA_ADDON_SATURAS_RELICTSBACK_15_00.WAV;15;Saturas;Bezimienny;Saturas;Co dokładnie powinienem zrobić z reliktami w świątyni?
DIA_ADDON_SATURAS_RELICTSBACK_14_03.WAV;14;Saturas;Saturas;Bezimienny;Nie wiemy wiele na ten temat. Ale miejmy nadzieję, że rozpoznasz ich znaczenie, kiedy dostaniesz się do świątyni.
DIA_ADDON_SATURAS_RELICTSBACK_14_05.WAV;14;Saturas;Saturas;Bezimienny;Naprawdę bardzo mi przykro, że nie mogę bardziej ci pomóc. Teraz wszystko zależy od ciebie.
DIA_ADDON_SATURAS_RELICTSBACK_14_06.WAV;14;Saturas;Saturas;Bezimienny;Weź relikty i natychmiast idź do świątyni.
DIA_ADDON_SATURAS_RELICTSBACK_14_07.WAV;14;Saturas;Saturas;Bezimienny;Niech Adanos zmiłuje się nad nami i ma nas w swej opiece.
DIA_ADDON_SATURAS_RELICTSBACK_14_08.WAV;14;Saturas;Saturas;Bezimienny;Może nie jest jeszcze za późno.
DIA_ADDON_SATURAS_RAVENSDEAD_14_00.WAV;14;Saturas;Saturas;Bezimienny;Trzęsienia ziemi ustały, a ty wciąż żyjesz.
DIA_ADDON_SATURAS_RAVENSDEAD_14_01.WAV;14;Saturas;Saturas;Bezimienny;Twoja misja powiodła się?
DIA_ADDON_SATURAS_RAVENSDEAD_15_02.WAV;15;Saturas;Bezimienny;Saturas;Tak. Kruk nie żyje.
DIA_ADDON_SATURAS_RAVENSDEAD_14_03.WAV;14;Saturas;Saturas;Bezimienny;A więc wszystko się skończyło. Dzięki Adanosowi!
DIA_ADDON_SATURAS_RAVENSDEAD_14_04.WAV;14;Saturas;Saturas;Bezimienny;Dobrze zrobiłeś, mój synu. Jesteśmy twoimi dłużnikami.
DIA_ADDON_SATURAS_RAVENSDEAD_14_05.WAV;14;Saturas;Saturas;Bezimienny;Odebrałeś sługom zła potężną broń i przywróciłeś równowagę w tej części świata.
DIA_ADDON_SATURAS_RAVENSDEAD_14_06.WAV;14;Saturas;Saturas;Bezimienny;Kiedy trzęsienia ziemi ustały, ustaliliśmy, co trzeba zrobić w następnej kolejności.
DIA_ADDON_SATURAS_RAVENSDEAD_14_07.WAV;14;Saturas;Saturas;Bezimienny;Zdobądź Szpon Beliara. Ta broń jest tobie przeznaczona.
DIA_ADDON_SATURAS_RAVENSDEAD_14_08.WAV;14;Saturas;Saturas;Bezimienny;W twoich rękach powinna stać się naszym potężnym sprzymierzeńcem.
DIA_ADDON_SATURAS_RAVENSDEAD_14_09.WAV;14;Saturas;Saturas;Bezimienny;Używaj jej mądrze, synu. Niech Adanos ci pomoże.
DIA_ADDON_SATURAS_RAVENSDEAD_14_11.WAV;14;Saturas;Saturas;Bezimienny;My zostaniemy tutaj i postaramy się, aby świątynia odzyskała dawny blask.
DIA_ADDON_SATURAS_RAVENSDEAD_14_12.WAV;14;Saturas;Saturas;Bezimienny;Tylko Myxir wyruszył do Khorinis, aby wesprzeć Vatrasa.
DIA_ADDON_SATURAS_RAVENSDEAD_14_13.WAV;14;Saturas;Saturas;Bezimienny;Vatras zbyt długo był sam w mieście.
DIA_ADDON_SATURAS_FREEDMISSINGPEOPLE_15_00.WAV;15;Saturas;Bezimienny;Saturas;Uwolniłem więźniów.
DIA_ADDON_SATURAS_FREEDMISSINGPEOPLE_14_01.WAV;14;Saturas;Saturas;Bezimienny;Bardzo dobrze. Oby szczęśliwie dotarli do swej ojczyzny.
DIA_ADDON_SATURAS_BELIARSWEAPON_15_00.WAV;15;Saturas;Bezimienny;Saturas;Zabrałem Szpon Beliara.
DIA_ADDON_SATURAS_BELIARSWEAPON_15_01.WAV;15;Saturas;Bezimienny;Saturas;Ale nie mogę go użyć.
DIA_ADDON_SATURAS_BELIARSWEAPON_14_02.WAV;14;Saturas;Saturas;Bezimienny;Szpon Beliara to wyjątkowa broń.
DIA_ADDON_SATURAS_BELIARSWEAPON_14_03.WAV;14;Saturas;Saturas;Bezimienny;Ma swoją duszę i własną wolę.
DIA_ADDON_SATURAS_BELIARSWEAPON_14_04.WAV;14;Saturas;Saturas;Bezimienny;Ty, właściciel tej potężnej broni, jesteś jej panem.
DIA_ADDON_SATURAS_BELIARSWEAPON_14_05.WAV;14;Saturas;Saturas;Bezimienny;Broń jest teraz częścią ciebie i dostosuje się do twoich umiejętności.
DIA_ADDON_SATURAS_BELIARSWEAPON_14_06.WAV;14;Saturas;Saturas;Bezimienny;Ale nie zrobi tego z własnej woli.
DIA_ADDON_SATURAS_BELIARSWEAPON_14_07.WAV;14;Saturas;Saturas;Bezimienny;Jedynie sam BELIAR może zmusić ją, by ci służyła.
DIA_ADDON_SATURAS_BELIARSWEAPON_WASTUN_15_00.WAV;15;Saturas;Bezimienny;Saturas;Co mogę zrobić z tą bronią?
DIA_ADDON_SATURAS_BELIARSWEAPON_WASTUN_14_01.WAV;14;Saturas;Saturas;Bezimienny;To zależy od ciebie. Zdobyłeś ją i jesteś teraz jej panem.
DIA_ADDON_SATURAS_BELIARSWEAPON_WASTUN_14_02.WAV;14;Saturas;Saturas;Bezimienny;Mogę ci jednak służyć radą.
DIA_ADDON_SATURAS_BELIARSWEAPON_WASTUN_14_03.WAV;14;Saturas;Saturas;Bezimienny;Albo przekażesz ją MNIE, a ja upewnię się, że nie spowoduje więcej szkód...
DIA_ADDON_SATURAS_BELIARSWEAPON_WASTUN_14_04.WAV;14;Saturas;Saturas;Bezimienny;...albo przyswoisz sobie jej moc i będziesz używać miecza do walki.
DIA_ADDON_SATURAS_BELIARSWEAPON_GEBEN_15_00.WAV;15;Saturas;Bezimienny;Saturas;Nie mógłbyś przechować broni?
DIA_ADDON_SATURAS_BELIARSWEAPON_GEBEN_14_03.WAV;14;Saturas;Saturas;Bezimienny;Jeśli mi ją oddasz, sprawię, że nie będzie można jej użyć. Nigdy więcej nie zostanie wykorzystana do złych celów.
DIA_ADDON_SATURAS_BELIARSWEAPON_GEBEN_14_04.WAV;14;Saturas;Saturas;Bezimienny;Więc dokładnie przemyśl, co zrobić.
DIA_ADDON_SATURAS_BELIARSWEAPON_BESSER_15_00.WAV;15;Saturas;Bezimienny;Saturas;Dlaczego Beliar miałby mi pomóc?
DIA_ADDON_SATURAS_BELIARSWEAPON_BESSER_14_01.WAV;14;Saturas;Saturas;Bezimienny;Tylko modlitwa może go przekonać.
DIA_ADDON_SATURAS_BELIARSWEAPON_BESSER_14_02.WAV;14;Saturas;Saturas;Bezimienny;Ale uważaj. Beliar jest nikczemny.
DIA_ADDON_SATURAS_BELIARSWEAPON_BESSER_14_03.WAV;14;Saturas;Saturas;Bezimienny;Jeśli go rozwścieczysz, odczujesz na sobie jego furię.
DIA_ADDON_SATURAS_PERMENDE_ADDON_15_00.WAV;15;Saturas;Bezimienny;Saturas;Co teraz zrobisz?
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_01.WAV;14;Saturas;Saturas;Bezimienny;Zostaniemy tutaj i postaramy się, żeby świątynia odzyskała swą dawną świetność.
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_02.WAV;14;Saturas;Saturas;Bezimienny;Te stare mury zbyt długo stały w ruinie.
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_03.WAV;14;Saturas;Saturas;Bezimienny;A jeśli chodzi o ciebie, mój synu...
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_04.WAV;14;Saturas;Saturas;Bezimienny;Jestem bardzo szczęśliwy, widząc, że myliłem się co do ciebie. Jesteś Strażnikiem Równowagi. Nie ma co do tego wątpliwości.
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_05.WAV;14;Saturas;Saturas;Bezimienny;Bez twojej siły i odwagi wyspę Khorinis czekałaby zagłada. Dziękujemy ci. Chwała twemu męstwu.
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_06.WAV;14;Saturas;Saturas;Bezimienny;Skoncentruj się na pozostałych czekających cię zadaniach i przywróć temu światu równowagę i pokój.
DIA_ADDON_SATURAS_PERMENDE_ADDON_14_07.WAV;14;Saturas;Saturas;Bezimienny;Idź i wypełnij swoje przeznaczenie, Strażniku. Będą ci towarzyszyć nasze modlitwy.
DIA_ADDON_SATURAS_BELIARWEAPGEBEN_15_00.WAV;15;Saturas;Bezimienny;Saturas;Weź Szpon Beliara i zniszcz go.
DIA_ADDON_SATURAS_BELIARWEAPGEBEN_14_01.WAV;14;Saturas;Saturas;Bezimienny;Jak sobie życzysz, synu. Oddaj mi broń.
DIA_ADDON_SATURAS_BELIARWEAPGEBEN_14_02.WAV;14;Saturas;Saturas;Bezimienny;Nie wyrządzi już nikomu krzywdy, gdy zatopię ją w morskich odmętach.
DIA_ADDON_SATURAS_BELIARWEAPGEBEN_14_03.WAV;14;Saturas;Saturas;Bezimienny;Na jej straży stać będzie mądrość Adanosa.
DIA_ADDON_SATURAS_ADW_PRETEACHCIRCLE_15_00.WAV;15;Saturas;Bezimienny;Saturas;Możesz mnie nauczyć kręgów magii?
DIA_ADDON_SATURAS_ADW_PRETEACHCIRCLE_14_01.WAV;14;Saturas;Saturas;Bezimienny;Jesteś magiem ognia. Co powie na to Pyrokar?
DIA_ADDON_SATURAS_ADW_PRETEACHCIRCLE_15_02.WAV;15;Saturas;Bezimienny;Saturas;Nie musi o tym wiedzieć.
DIA_ADDON_SATURAS_ADW_PRETEACHCIRCLE_14_03.WAV;14;Saturas;Saturas;Bezimienny;Widzę, że myślisz o tym poważnie. Spełnię twoją prośbę.
DIA_ADDON_SATURAS_ADW_PRETEACHCIRCLE_14_04.WAV;14;Saturas;Saturas;Bezimienny;Jeśli odniosę wrażenie, że wykorzystasz swą wiedzę, aby czynić zło, nie będziesz mógł więcej na mnie liczyć.
DIA_ADDON_SATURAS_ADW_PRETEACHCIRCLE_14_05.WAV;14;Saturas;Saturas;Bezimienny;Lepiej mnie nie rozczaruj.
DIA_ADDON_SATURAS_ADW_CIRCLE_15_00.WAV;15;Saturas;Bezimienny;Saturas;Chcę dowiedzieć się więcej o wyższych kręgach magii.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_01.WAV;14;Saturas;Saturas;Bezimienny;Tak, jesteś gotów na dalszą naukę.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_02.WAV;14;Saturas;Saturas;Bezimienny;Wstąp do drugiego kręgu magii. Niech Adanos obdarzy cię mądrością, byś roztropnie używał swych nowych mocy.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_03.WAV;14;Saturas;Saturas;Bezimienny;Tak, nastał ku temu czas. Wstąp do trzeciego kręgu magii.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_04.WAV;14;Saturas;Saturas;Bezimienny;Twoja wiedza pozwoli ci rzucać nowe, potężne zaklęcia. Używaj ich roztropnie.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_05.WAV;14;Saturas;Saturas;Bezimienny;Nadszedł już czas. Jesteś gotów wstąpić do czwartego kręgu magii.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_06.WAV;14;Saturas;Saturas;Bezimienny;Twoje słowa i gesty mają teraz wielką moc. Zawsze rozsądnie i uważnie dobieraj nowe zaklęcia.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_07.WAV;14;Saturas;Saturas;Bezimienny;Masz przywilej wstąpienia do piątego kręgu magii.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_08.WAV;14;Saturas;Saturas;Bezimienny;Zaklęcia, których się teraz nauczysz, mają niszczycielską siłę.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_09.WAV;14;Saturas;Saturas;Bezimienny;Bądź świadom swej wielkiej mocy i nie popadaj w samouwielbienie.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_10.WAV;14;Saturas;Saturas;Bezimienny;To zadanie nie należy już do mnie.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_11.WAV;14;Saturas;Saturas;Bezimienny;Aby poznać szósty i ostatni krąg zaklęć, musisz odwiedzić klasztor, Magu Ognia.
DIA_ADDON_SATURAS_ADW_CIRCLE_14_12.WAV;14;Saturas;Saturas;Bezimienny;Jest zbyt wcześnie. Wróć później.
DIA_ADDON_SATURAS_AUFTRAG_14_01.WAV;14;Saturas;Saturas;Bezimienny;Ponieważ nie sądzę, żeby udało ci się odciągnąć innych magów od pracy, możesz zanieść jednemu z nich wiadomość ode mnie.
DIA_ADDON_SATURAS_AUFTRAG_14_02.WAV;14;Saturas;Saturas;Bezimienny;Powiedz Riordianowi, że chcę z nim porozmawiać.
DIA_ADDON_SATURAS_AUFTRAG_14_03.WAV;14;Saturas;Saturas;Bezimienny;Przebywa w głębi krypty.
DIA_ADDON_SATURAS_NEFARIUS_15_00.WAV;15;Saturas;Bezimienny;Saturas;Mam znaleźć zaginione części ornamentu dla Nefariusa.
DIA_ADDON_SATURAS_NEFARIUS_14_01.WAV;14;Saturas;Saturas;Bezimienny;Co? Niemożliwe! Też się w to wplątałeś?
DIA_ADDON_SATURAS_NEFARIUS_15_02.WAV;15;Saturas;Bezimienny;Saturas;Nie obawiaj się. Znajdę je i przyniosę tutaj.
DIA_ADDON_SATURAS_NEFARIUS_14_03.WAV;14;Saturas;Saturas;Bezimienny;Wiesz przynajmniej, gdzie masz szukać?
DIA_ADDON_SATURAS_NEFARIUS_15_04.WAV;15;Saturas;Bezimienny;Saturas;Nefarius dał mi mapę...
DIA_ADDON_SATURAS_NEFARIUS_14_05.WAV;14;Saturas;Saturas;Bezimienny;Pokaż mi ją!
DIA_ADDON_SATURAS_NEFARIUS_14_06.WAV;14;Saturas;Saturas;Bezimienny;Hmmm. W wielkim lesie jest bardzo niebezpiecznie. Nie powinieneś iść tam sam.
DIA_ADDON_SATURAS_NEFARIUS_14_07.WAV;14;Saturas;Saturas;Bezimienny;Poszukaj w Khorinis kogoś, kto będzie ci towarzyszyć.
DIA_ADDON_SATURAS_NEFARIUS_14_08.WAV;14;Saturas;Saturas;Bezimienny;Nie chcę, żeby pożarły cię potwory – a razem z tobą ornament.
DIA_ADDON_SATURAS_NEFARIUS_14_09.WAV;14;Saturas;Saturas;Bezimienny;Oddaję ci twoją mapę...
DIA_ADDON_SATURAS_HALLO_WEISSTDU_14_0.WAV;14;Saturas;Saturas;Bezimienny;null
DIA_ADDON_SATURAS_HALLO_WEISSTDU_15_0.WAV;15;Saturas;Bezimienny;Saturas;null
DIA_ADDON_SATURAS_HALLO_14_00.WAV;14;Saturas;Saturas;Bezimienny;Zwariowałeś? Odejdź stąd.
DIA_ADDON_SATURAS_HALLO_14_01.WAV;14;Saturas;Saturas;Bezimienny;Krypty są zbyt niebezpieczne dla niedzielnych poszukiwaczy przygód.
DIA_ADDON_SATURAS_HALLO_14_02.WAV;14;Saturas;Saturas;Bezimienny;Ale czy my się aby nie znamy? Oczywiście. Ty sukinsynu...
DIA_ADDON_SATURAS_HALLO_14_03.WAV;14;Saturas;Saturas;Bezimienny;Nie myśl, że zapomnieliśmy, jak zdradziłeś nas w Nowym Obozie.
DIA_ADDON_SATURAS_VIDEO_14_00.WAV;14;Saturas;Saturas;Bezimienny;Ściągnąłeś całą energię magiczną z naszych złóż rudy i po prostu zniknąłeś!
DIA_ADDON_SATURAS_VIDEO_14_01.WAV;14;Saturas;Saturas;Bezimienny;Dlaczego to zrobiłeś?
DIA_ADDON_SATURAS_HALLO_NOTWENDIG_15_00.WAV;15;Saturas;Bezimienny;Saturas;Musiałem. Bez tej energii nie zdołałbym pokonać Śniącego.
DIA_ADDON_SATURAS_HALLO_NOTWENDIG_14_01.WAV;14;Saturas;Saturas;Bezimienny;O czym ty mówisz? Śniący? Pokonać?
DIA_ADDON_SATURAS_HALLO_SPOTT_15_00.WAV;15;Saturas;Bezimienny;Saturas;Wasz plan i tak by się nie powiódł. Wysadzanie bariery za pomocą rudy to największa bzdura, o jakiej słyszałem.
DIA_ADDON_SATURAS_HALLO_SPOTT_15_01.WAV;15;Saturas;Bezimienny;Saturas;Prędzej sami wysadzilibyście się w powietrze.
DIA_ADDON_SATURAS_HALLO_SPOTT_14_02.WAV;14;Saturas;Saturas;Bezimienny;No nie! Kto dał ci prawo oceniać nas i nasze intencje?
DIA_ADDON_SATURAS_HALLO_SPOTT_14_03.WAV;14;Saturas;Saturas;Bezimienny;Gdybym nie był człowiekiem miłującym pokój, sprowadziłbym na ciebie gniew Adanosa.
DIA_ADDON_SATURAS_HALLO_SORRY_15_00.WAV;15;Saturas;Bezimienny;Saturas;Przepraszam. Nie wiedziałem, co czynię.
DIA_ADDON_SATURAS_HALLO_SORRY_14_01.WAV;14;Saturas;Saturas;Bezimienny;Naprawdę? I myślisz, że już wszystko jest w porządku?
DIA_ADDON_SATURAS_KEINEAHNUNG_15_00.WAV;15;Saturas;Bezimienny;Saturas;Nie mam pojęcia. Myślałem, że po prostu się tu pojawię.
DIA_ADDON_SATURAS_KEINEAHNUNG_14_01.WAV;14;Saturas;Saturas;Bezimienny;Marnujesz mój czas. Odejdź.
DIA_ADDON_SATURAS_KEINEAHNUNG_14_02.WAV;14;Saturas;Saturas;Bezimienny;Później się tobą zajmę.
DIA_ADDON_SATURAS_RAUS_14_00.WAV;14;Saturas;Saturas;Bezimienny;Lepiej szybko stąd odejdź, zanim coś ci się stanie.
DIA_ADDON_SATURAS_LARES_15_00.WAV;15;Saturas;Bezimienny;Saturas;Przybyłem tu z Laresem.
DIA_ADDON_SATURAS_LARES_14_01.WAV;14;Saturas;Saturas;Bezimienny;Z Laresem? Naprawdę? A gdzie on jest?
DIA_ADDON_SATURAS_LARES_15_02.WAV;15;Saturas;Bezimienny;Saturas;Zostawił mnie i wrócił do miasta.
DIA_ADDON_SATURAS_LARES_14_03.WAV;14;Saturas;Saturas;Bezimienny;Co? Przysłał cię tutaj samego? O co mu chodzi?
DIA_ADDON_SATURAS_ORNAMENT_15_00.WAV;15;Saturas;Bezimienny;Saturas;Przynoszę twój ornament.
DIA_ADDON_SATURAS_ORNAMENT_ADD_14_00.WAV;14;Saturas;Saturas;Bezimienny;Jak to?
DIA_ADDON_SATURAS_ORNAMENT_14_01.WAV;14;Saturas;Saturas;Bezimienny;Kto ci to dał? Nie dostałeś go chyba od Laresa?
DIA_ADDON_SATURAS_ORNAMENT_15_02.WAV;15;Saturas;Bezimienny;Saturas;Spokojnie. Przyniosłem go dla ciebie. Jesteś zainteresowany?
DIA_ADDON_SATURAS_ORNAMENT_14_03.WAV;14;Saturas;Saturas;Bezimienny;Pewnie. Ale martwi mnie, że maczasz w tym palce.
DIA_ADDON_SATURAS_ORNAMENT_15_04.WAV;15;Saturas;Bezimienny;Saturas;Dlaczego tak się przejmujesz tą starą historią?
DIA_ADDON_SATURAS_ORNAMENT_15_05.WAV;15;Saturas;Bezimienny;Saturas;Pracowałem dla ciebie ostatnim razem. Przecież mogłeś wtedy na mnie liczyć.
DIA_ADDON_SATURAS_ORNAMENT_14_06.WAV;14;Saturas;Saturas;Bezimienny;I co z tego miałem? Hę, nie myśl, że ci ufam...
DIA_ADDON_SATURAS_GEHEIMBUND_15_00.WAV;15;Saturas;Bezimienny;Saturas;Chcę wstąpić do Wodnego Kręgu.
DIA_ADDON_SATURAS_GEHEIMBUND_14_01.WAV;14;Saturas;Saturas;Bezimienny;CO? Skąd się o tym dowiedziałeś? Kto...? LARES... Zabiję go!
DIA_ADDON_SATURAS_GEHEIMBUND_14_02.WAV;14;Saturas;Saturas;Bezimienny;Złamał nasze zasady. Nikt nie może mówić o Wodnym Kręgu.
