dialog.file;dialog.who;dialog.from;dialog.to;dialog.text
DIA_RAVEN_EQUIPMENT_10_02.WAV;Kruk;Kruk;Bezimienny;Dzięki niemu zyskasz dostęp do wszystkich ważniejszych miejsc.
DIA_RAVEN_EQUIPMENT_10_03.WAV;Kruk;Kruk;Bezimienny;Gdybyś potrzebował broni, porozmawiaj ze Skipem. Znajdziesz go w tej wielkiej szopie, w lewym tylnym rogu zamkowego dziedzińca.
DIA_RAVEN_SPYBERICHT_15_00.WAV;Kruk;Bezimienny;Kruk;Pomyślałem, że zdam ci raport...
DIA_RAVEN_SPYBERICHT_10_01.WAV;Kruk;Kruk;Bezimienny;To dobrze. Lubię być informowany na bieżąco.
ORG_826_MORDRAG_RUNNING_15_04.WAV;Mordrag;Bezimienny;Mordrag;Odbyło się wielkie przywołanie.
DIA_RAVEN_SPYBERICHT_10_04.WAV;Kruk;Kruk;Bezimienny;Dobrze się spisałeś.
DIA_RAVEN_SPYBERICHT_15_02.WAV;Kruk;Bezimienny;Kruk;Teraz Bractwo potrzebuje jaj królowej pełzaczy. Przygotują z nich napój, który umożliwi im nawiązanie kontaktu ze Śniącym. Mam te jaja przy sobie.
DIA_RAVEN_SPYBERICHT_10_03.WAV;Kruk;Kruk;Bezimienny;Hmm, interesujące. Ciekawe czy to zadziała. Zanieś jaja do świątyni.
DIA_RAVEN_SPYBERICHT_15_05.WAV;Kruk;Bezimienny;Kruk;Niestety, jeszcze nie wiem, co planują ludzie z Bractwa.
DIA_RAVEN_SPYBERICHT_10_06.WAV;Kruk;Kruk;Bezimienny;To dlaczego zawracasz mi głowę?
INFO_BARTHOLO_HALLO_15_00.WAV;Bartholo;Bezimienny;Bartholo;Kim jesteś?
INFO_BARTHOLO_HALLO_12_01.WAV;Bartholo;Bartholo;Bezimienny;Nazywam się Bartholo. Zajmuję się zaopatrywaniem Magnatów.
INFO_BARTHOLO_HALLO_12_02.WAV;Bartholo;Bartholo;Bezimienny;Dostarczam im wszystkiego - od ziela, przez żywność, aż po kobiety.
INFO_BARTHOLO_HALLO_12_03.WAV;Bartholo;Bartholo;Bezimienny;Oprócz tego pilnuję tych imbecyli z kuchni.
INFO_BARTHOLO_HALLO_12_04.WAV;Bartholo;Bartholo;Bezimienny;Te błazny powinny mi być wdzięczne. Gomez nie toleruje partactwa, nawet w kuchni. Poprzednich dwóch kucharzy skarmił topielcom w rzece.
INFO_BARTHOLO_PERM_15_00.WAV;Bartholo;Bezimienny;Bartholo;Chcę dobić z tobą targu.
INFO_BARTHOLO_PERM_12_01.WAV;Bartholo;Bartholo;Bezimienny;Mam sporo ciekawych rzeczy - jeśli masz wystarczająco dużo rudy.
INFO_BARTHOLO_KRAUTBOTE_15_00.WAV;Bartholo;Bezimienny;Bartholo;Mam tu trochę ziela dla Gomeza. Przysyła je Cor Kalom.
INFO_BARTHOLO_KRAUTBOTE_12_01.WAV;Bartholo;Bartholo;Bezimienny;Pokaż!
INFO_BARTHOLO_KRAUTBOTE_12_02.WAV;Bartholo;Bartholo;Bezimienny;Hmmmmmm...
INFO_BARTHOLO_KRAUTBOTE_12_03.WAV;Bartholo;Bartholo;Bezimienny;Świetnie! Gomez zaczął się już niecierpliwić. Masz szczęście, że przyniosłeś je jeszcze dzisiaj!
INFO_BARTHOLO_KRAUTBOTE_15_04.WAV;Bartholo;Bezimienny;Bartholo;A co z moją zapłatą?
INFO_BARTHOLO_KRAUTBOTE_12_05.WAV;Bartholo;Bartholo;Bezimienny;Spokojnie... Masz tu 500 bryłek rudy. Taka była umowa.
INFO_BARTHOLO_KRAUTBOTE_NOKRAUT_12_00.WAV;Bartholo;Bartholo;Bezimienny;Jak na posłańca masz przy sobie trochę za mało ziela! Mam nadzieję, że nie sprzedałeś go komuś innemu! Wróć, jak będziesz miał całą partię.
INFO_BARTHOLO_12_01.WAV;Bartholo;Bartholo;Bezimienny;Podejrzewałem, że prędzej czy później ktoś spróbuje użyć pentagramu.
INFO_BARTHOLO_12_02.WAV;Bartholo;Bartholo;Bezimienny;Ale w odróżnieniu od tego zdradzieckiego kowala, Stone'a, CIEBIE już nie potrzebujemy!
INFO_BARTHOLO_15_03.WAV;Bartholo;Bezimienny;Bartholo;Gdzie jest Stone?
INFO_BARTHOLO_12_04.WAV;Bartholo;Bartholo;Bezimienny;Za kratkami! Ale ciebie czeka miły, przytulny GRÓB!
INFO_BARTHOLO_12_05.WAV;Bartholo;Bartholo;Bezimienny;Brać go, chłopcy! Posiekać go!
INFO_ENTERCASTLE_15_00.WAV;Strażnik bramy;Bezimienny;Strażnik bramy;Pewnie nie będziesz chciał wpuścić mnie do zamku?
INFO_ENTERCASTLE_09_01.WAV;Strażnik bramy;Strażnik bramy;Bezimienny;Tylko ludzie Gomeza mają prawo wstępu.
INFO_WORKFORGOMEZ_15_00.WAV;Strażnik bramy;Bezimienny;Strażnik bramy;Chcę pracować dla Gomeza.
INFO_WORKFORGOMEZ_09_01.WAV;Strażnik bramy;Strażnik bramy;Bezimienny;Czyżby? A czemu myślisz, że Gomez chciałby, żeby ktoś taki jak ty dla niego pracował?
INFO_THORUS_DIEGOSENTME_15_00.WAV;Thorus;Bezimienny;Thorus;Diego powiedział, że to TY podejmujesz takie decyzje.
INFO_THORUS_DIEGOSENTME_09_01.WAV;Thorus;Thorus;Bezimienny;Huh... Jeśli Diego uważa, że jesteś w porządku, to czemu SAM się tobą nie zajmie?
INFO_THORUS_DIEGOSENTME_09_02.WAV;Thorus;Thorus;Bezimienny;Słuchaj uważnie: Diego podda cię najpierw testowi. Jeśli ON uzna, że się nadajesz, ja wpuszczę cię do zamku na spotkanie z Gomezem.
INFO_THORUS_DIEGOSENTME_09_03.WAV;Thorus;Thorus;Bezimienny;To, co będzie później, zależy już tylko od ciebie, jasne?
INFO_THORUS_DIEGOSENTME_15_04.WAV;Thorus;Bezimienny;Thorus;Porozmawiam z Diego.
INFO_THORUS_TRYME_15_00.WAV;Thorus;Bezimienny;Thorus;Dlaczego sam nie poddasz mnie próbie?
INFO_THORUS_TRYME_09_01.WAV;Thorus;Thorus;Bezimienny;To nie takie proste, chłopcze. Nowy, który chce tu do czegoś dojść, potrzebuje opiekuna.
INFO_THORUS_TRYME_09_02.WAV;Thorus;Thorus;Bezimienny;Tym opiekunem musi być jeden z ludzi Gomeza. I to właśnie on podda cię próbie.
INFO_THORUS_TRYME_09_03.WAV;Thorus;Thorus;Bezimienny;A jeśli narobisz kłopotów to on poniesie za nie odpowiedzialność. Takie są tutaj zasady.
INFO_THORUS_TRYMEAGAIN_15_00.WAV;Thorus;Bezimienny;Thorus;Na pewno znajdzie się dla mnie jakieś zadanie...
INFO_THORUS_TRYMEAGAIN_09_01.WAV;Thorus;Thorus;Bezimienny;Nie. Rzeczy, którymi zajmują się Strażnicy przerastają twoje możliwości, chłopcze.
INFO_THORUS_TRYMEAGAIN_09_02.WAV;Thorus;Thorus;Bezimienny;Trzymaj się poleceń swojego opiekuna.
INFO_THORUS_TRYMEICANDOIT_15_00.WAV;Thorus;Bezimienny;Thorus;Potrafię sprostać każdemu zadaniu, które mi powierzysz.
INFO_THORUS_TRYMEICANDOIT_09_01.WAV;Thorus;Thorus;Bezimienny;Och? Aż tak ci zależy na wpadce? Hmm. Jest jedna rzecz, którą może się zająć wyłącznie człowiek nie będący w służbie Gomeza.
INFO_THORUS_TRYMEICANDOIT_09_02.WAV;Thorus;Thorus;Bezimienny;Ale uprzedzam cię: jak to schrzanisz, będziesz miał nie lada kłopoty.
INFO_THORUS_MORDRAGKO_OFFER_15_00.WAV;Thorus;Bezimienny;Thorus;Jestem gotów.
INFO_THORUS_MORDRAGKO_OFFER_09_01.WAV;Thorus;Thorus;Bezimienny;To, co ci za chwilę powiem, musi pozostać między nami, rozumiemy się?
INFO_THORUS_MORDRAGKO_OFFER_15_02.WAV;Thorus;Bezimienny;Thorus;Jasne.
INFO_THORUS_MORDRAGKO_OFFER_09_03.WAV;Thorus;Thorus;Bezimienny;Pewien człowiek z Nowego Obozu sprawia nam problemy. Nazywa się Mordrag i przywłaszczył sobie kilka rzeczy należących do Magnatów.
INFO_THORUS_MORDRAGKO_OFFER_09_04.WAV;Thorus;Thorus;Bezimienny;Oczywiście to samo można powiedzieć o wielu Szkodnikach z Nowego Obozu, ale Mordrag ma czelność zjawiać się w NASZYM obozie i odsprzedawać NASZE rzeczy NASZYM chłopcom!
INFO_THORUS_MORDRAGKO_OFFER_09_05.WAV;Thorus;Thorus;Bezimienny;A to już za wiele. Niestety, łajdak wie, że nie mogę z tym nic zrobić.
INFO_THORUS_MORDRAGKO_OFFER_15_06.WAV;Thorus;Bezimienny;Thorus;Dlaczego?
INFO_THORUS_MORDRAGKO_OFFER_09_07.WAV;Thorus;Thorus;Bezimienny;Bo jest pod opieką Magów.
INFO_THORUS_MORDRAGKO_OFFER_BACK_15_00.WAV;Thorus;Bezimienny;Thorus;Zajmę się tym.
INFO_THORUS_MORDRAGKO_KILLHIM_15_00.WAV;Thorus;Bezimienny;Thorus;Chcesz, żebym go zabił, tak?
INFO_THORUS_MORDRAGKO_KILLHIM_09_01.WAV;Thorus;Thorus;Bezimienny;Chcę mieć pewność, że już nigdy więcej się tu nie pojawi. Jak to osiągniesz - to już twoja sprawa.
INFO_THORUS_MORDRAGKO_WHERE_15_00.WAV;Thorus;Bezimienny;Thorus;Gdzie znajdę Mordraga?
INFO_THORUS_MORDRAGKO_WHERE_09_01.WAV;Thorus;Thorus;Bezimienny;Kręci się przy południowej bramie, po przeciwnej stronie zamku, tuż za wejściem. Sukinsyn boi się pojawiać bliżej centrum.
INFO_THORUS_MORDRAGKO_MAGESPROTECT_15_00.WAV;Thorus;Bezimienny;Thorus;Dlaczego Magowie bronią Mordraga?
INFO_THORUS_MORDRAGKO_MAGESPROTECT_09_01.WAV;Thorus;Thorus;Bezimienny;Bo służy im za posłańca. Nasi magowie utrzymują kontakty z czarodziejami z Nowego Obozu. Często wymieniają informacje za pośrednictwem gońców.
INFO_THORUS_MORDRAGKO_MAGESPROTECT_09_02.WAV;Thorus;Thorus;Bezimienny;Podejrzewam, że nieźle się wkurzą na wieść, że coś przydarzyło się ich kurierowi.
INFO_THORUS_MORDRAGKO_MAGESPROTECT_15_03.WAV;Thorus;Bezimienny;Thorus;A co ze mną? Co Magowie mogą mi zrobić?
INFO_THORUS_MORDRAGKO_MAGESPROTECT_09_04.WAV;Thorus;Thorus;Bezimienny;Jesteś tu nowy, nic ci nie będzie. Ale ja odpowiadam za wszystko, co robią moi ludzie. Dlatego musisz trzymać język za zębami.
INFO_THORUS_MORDRAGKO_MAGEPROBLEM_15_00.WAV;Thorus;Bezimienny;Thorus;Widzę, że masz trochę problemów z Magami...
INFO_THORUS_MORDRAGKO_MAGEPROBLEM_09_01.WAV;Thorus;Thorus;Bezimienny;Tak. I to problemów, które nie łatwo rozwiązać. Kilka lat temu jeden z Cieni próbował zasztyletować we śnie Arcymistrza Magów Ognia.
INFO_THORUS_MORDRAGKO_MAGEPROBLEM_09_02.WAV;Thorus;Thorus;Bezimienny;Faceta znaleziono potem w Zewnętrznym Pierścieniu. Jeśli chodzi o ścisłość - rozsmarowanego PO CAŁYM Zewnętrznym Pierścieniu.
INFO_THORUS_MORDRAGKO_ANALYZE_BACK_15_00.WAV;Thorus;Bezimienny;Thorus;Zajmę się tym.
INFO_THORUS_MORDRAGKO_MORDRAGDEAD_15_00.WAV;Thorus;Bezimienny;Thorus;Mordrag już nigdy nikogo nie okradnie!
INFO_THORUS_MORDRAGKO_MORDRAGDEAD_09_01.WAV;Thorus;Thorus;Bezimienny;Chcesz powiedzieć, że go pokonałeś? Nieźle, chłopcze.
INFO_THORUS_MORDRAGKO_MORDRAGGONE_15_00.WAV;Thorus;Bezimienny;Thorus;Facet już nigdy się tu nie pokaże!
INFO_THORUS_MORDRAGKO_MORDRAGGONE_09_01.WAV;Thorus;Thorus;Bezimienny;Wolałbym, żebyś go zabił.
INFO_THORUS_MORDRAGFAILED_09_00.WAV;Thorus;Thorus;Bezimienny;Ty ofiaro! Kazałem ci TRZYMAĆ JĘZYK ZA ZĘBAMI!!!
INFO_THORUS_MORDRAGFAILED_09_01.WAV;Thorus;Thorus;Bezimienny;Spartaczyłeś sprawę! Zapomnij o wszystkim, co ci powiedziałem. Nie próbuj już nic więcej zdziałać w tej sprawie!
INFO_THORUS_BRIBEGUARD_15_00.WAV;Thorus;Bezimienny;Thorus;Czy za odpowiednią sumkę mógłbyś mnie wpuścić do zamku?
INFO_THORUS_BRIBEGUARD_09_01.WAV;Thorus;Thorus;Bezimienny;Za odpowiednią sumkę...
INFO_THORUS_BRIBEGUARD_15_02.WAV;Thorus;Bezimienny;Thorus;Ile?
INFO_THORUS_BRIBEGUARD_09_02.WAV;Thorus;Thorus;Bezimienny;No cóż - liczenie rudy musi potrwać odpowiednio długo. Dość długo, żeby całkowicie pochłonąć uwagę moją i moich chłopców. Korzystając z naszej nieuwagi, mógłbyś przemknąć się do środka...
INFO_THORUS_BRIBEGUARD_15_03.WAV;Thorus;Bezimienny;Thorus;Czyli ile konkretnie?
INFO_THORUS_BRIBEGUARD_09_03.WAV;Thorus;Thorus;Bezimienny;Myślę, że przeliczenie 1000 bryłek zajmie nam wystarczająco dużo czasu.
INFO_THORUS_BRIBEGUARD_15_04.WAV;Thorus;Bezimienny;Thorus;1000 bryłek?!
INFO_THORUS_BRIBEGUARD_09_04.WAV;Thorus;Thorus;Bezimienny;Cóż, gdybyś dołączył do Gomeza, mógłbyś wejść do zamku za darmo.
INFO_THORUS_GIVE1000ORE_15_00.WAV;Thorus;Bezimienny;Thorus;Masz tu swoje 1000 bryłek rudy, a teraz pozwól mi przejść.
INFO_THORUS_GIVE1000ORE_09_01.WAV;Thorus;Thorus;Bezimienny;W porządku, idź. Tylko jak już będziesz w środku, nie wywiń czegoś głupiego, dobra?
INFO_THORUS_GIVE1000ORE_09_02.WAV;Thorus;Thorus;Bezimienny;Próbujesz mnie okpić, chłopcze? Nie masz 1000 bryłek rudy!
INFO_THORUS_LETTERFORMAGES_15_00.WAV;Thorus;Bezimienny;Thorus;Muszę się dostać do zamku. Mam list do Arcymistrza Magów Ognia.
INFO_THORUS_LETTERFORMAGES_09_01.WAV;Thorus;Thorus;Bezimienny;I myślisz, że wpuszczę cię tak po prostu do środka, żebyś oddał list i zgarnął nagrodę?
INFO_THORUS_LETTERFORMAGES_15_02.WAV;Thorus;Bezimienny;Thorus;Tak.
INFO_THORUS_LETTERFORMAGES_09_03.WAV;Thorus;Thorus;Bezimienny;Dobra, pokaż ten list.
INFO_THORUS_LETTERFORMAGES_15_04.WAV;Thorus;Bezimienny;Thorus;Nie ma mowy. Zapomnij o tym!
INFO_THORUS_LETTERFORMAGES_09_05.WAV;Thorus;Thorus;Bezimienny;W porządku. Już zapomniałem.
INFO_THORUS_READYFORGOMEZ_15_00.WAV;Thorus;Bezimienny;Thorus;Diego powiedział, że jestem już gotów, by spotkać się z Gomezem.
INFO_THORUS_READYFORGOMEZ_09_01.WAV;Thorus;Thorus;Bezimienny;To ja o tym zadecyduję!
INFO_THORUS_READYFORGOMEZ_15_02.WAV;Thorus;Bezimienny;Thorus;I co zdecydowałeś?
INFO_THORUS_READYFORGOMEZ_09_03.WAV;Thorus;Thorus;Bezimienny;Hmmm...
INFO_THORUS_READYFORGOMEZ_09_04.WAV;Thorus;Thorus;Bezimienny;Muszę przyznać, że całkiem nieźle sobie poradziłeś.
INFO_THORUS_READYFORGOMEZ_09_05.WAV;Thorus;Thorus;Bezimienny;Niech będzie! Możesz stanąć przed Gomezem. On podejmie ostateczną decyzję co do twojego przyjęcia.
INFO_THORUS_READYFORGOMEZ_09_06.WAV;Thorus;Thorus;Bezimienny;Od tej pory musisz radzić sobie sam, chłopcze.
INFO_THORUS_KRAUTBOTE_15_00.WAV;Thorus;Bezimienny;Thorus;Mam tu partię bagiennego ziela dla Gomeza, od Cor Kaloma.
INFO_THORUS_KRAUTBOTE_09_01.WAV;Thorus;Thorus;Bezimienny;Pokaż!
INFO_THORUS_KRAUTBOTE_09_02.WAV;Thorus;Thorus;Bezimienny;Hmmmmmm...
INFO_THORUS_KRAUTBOTE_09_03.WAV;Thorus;Thorus;Bezimienny;W porządku, możesz iść. Udaj się prosto do siedziby Magnatów i porozmawiaj z Bartholo.
INFO_THORUS_KRAUTBOTE_09_04.WAV;Thorus;Thorus;Bezimienny;Jak na posłańca masz przy sobie trochę za mało ziela! Mam nadzieję, że nie sprzedałeś go komuś innemu! Wróć, jak będziesz miał całą partię.
INFO_THORUS_KDWSIEGEL_15_00.WAV;Thorus;Bezimienny;Thorus;Jestem posłańcem Magów Wody. Muszę się dostać do zamku.
INFO_THORUS_KDWSIEGEL_09_01.WAV;Thorus;Thorus;Bezimienny;Masz przy sobie amulet kuriera. Strażnicy nie będą cię zatrzymywali.
INFO_THORUS_KDWSIEGEL_09_02.WAV;Thorus;Thorus;Bezimienny;Nie chcę mieć nic wspólnego z magami! Przestań mi wreszcie zawracać głowę, dobrze?
INFO_THORUS_KDWSIEGEL_09_03.WAV;Thorus;Thorus;Bezimienny;No jaaasne... A amulet pewnie zgubiłeś, co? Albo ci ukradli, hę?
INFO_THORUS_STTGESCHAFFT_15_00.WAV;Thorus;Bezimienny;Thorus;Udało mi się. Zostałem przyjęty do Obozu!
INFO_THORUS_STTGESCHAFFT_09_01.WAV;Thorus;Thorus;Bezimienny;Gratuluję, chłopcze. Dobrze ci radzę, trzymaj się blisko Diego.
INFO_THORUS_STTGESCHAFFT_09_02.WAV;Thorus;Thorus;Bezimienny;Do Gomeza lub Kruka idź, tylko jeśli masz coś NAPRAWDĘ ważnego do powiedzenia.
INFO_THORUS_PERM2_15_00.WAV;Thorus;Bezimienny;Thorus;Jak się masz?
INFO_THORUS_PERM2_09_01.WAV;Thorus;Thorus;Bezimienny;Nowy Obóz nie sprawia nam zbyt wielu kłopotów. Bardziej martwią mnie te świry z Sekty.
GRD_200_THORUS_GARDIST_INFO_15_01.WAV;Thorus;Bezimienny;Thorus;Chciałeś mi coś powiedzieć?
GRD_200_THORUS_GARDIST_INFO_09_02.WAV;Thorus;Thorus;Bezimienny;Tak. To, co pokazałeś w kopalni, świadczy nie tylko o twojej odwadze, ale również o niepospolitej sile i umiejętnościach.
GRD_200_THORUS_GARDIST_INFO_09_03.WAV;Thorus;Thorus;Bezimienny;Chętnie bym cię widział w szeregach straży.
GRD_200_THORUS_GARDIST_INFO_09_04.WAV;Thorus;Thorus;Bezimienny;Ale zanim to nastąpi musisz jeszcze trochę popracować nad swoimi umiejętnościami. Tylko najlepsi mogą zostać strażnikami.
GRD_200_THORUS_GARDIST_INFO_09_05.WAV;Thorus;Thorus;Bezimienny;Daję ci niepowtarzalną szansę. Co ty na to?
GRD_200_THORUS_AUFNAHME_INFO_15_01.WAV;Thorus;Bezimienny;Thorus;Chcę zostać Strażnikiem!
GRD_200_THORUS_AUFNAHME_INFO_09_02.WAV;Thorus;Thorus;Bezimienny;Miło mi to słyszeć, ale najpierw muszę ci powiedzieć to, co mówię wszystkim nowym rekrutom. Słuchaj uważnie, bo nie będę się powtarzał.
GRD_200_THORUS_AUFNAHME_INFO_09_03.WAV;Thorus;Thorus;Bezimienny;Do tej pory żyłeś na własny rachunek, ale to się od dziś zmieni. Moi ludzie trzymają się razem. Do Strażników należy dbanie o bezpieczeństwo Magnatów, rudy, obozu i kopalni.
GRD_200_THORUS_AUFNAHME_INFO_09_04.WAV;Thorus;Thorus;Bezimienny;Ruda wydobywana jest przez Kopaczy, ale to my pilnujemy, żeby nie pożarły ich pełzacze. Pertraktacje z królem prowadzą Magnaci, ale to my dbamy o ich bezpieczeństwo.
GRD_200_THORUS_AUFNAHME_INFO_09_05.WAV;Thorus;Thorus;Bezimienny;Dniem i nocą strzeżemy korytarzy kopalni. Dniem i nocą pilnujemy bram Obozu i pozwalamy jego mieszkańcom wieść spokojne życie.
GRD_200_THORUS_AUFNAHME_INFO_09_06.WAV;Thorus;Thorus;Bezimienny;Na początku byliśmy tylko bezładną zgrają, ale staliśmy się siłą, z którą każdy musi się liczyć. Ciężko pracowaliśmy, by zasłużyć na tę reputację.
GRD_200_THORUS_AUFNAHME_INFO_09_07.WAV;Thorus;Thorus;Bezimienny;Od moich ludzi oczekuję więc wyłącznie jednego: lojalności. Tylko stojąc ramię w ramię będziemy w stanie obronić to, co należy do nas...
GRD_200_THORUS_AUFNAHME_INFO_09_08.WAV;Thorus;Thorus;Bezimienny;...i przetrwać.
GRD_200_THORUS_AUFNAHME_INFO_09_09.WAV;Thorus;Thorus;Bezimienny;Pozostałych rzeczy dowiesz się w swoim czasie. Bądź gotów do pomocy każdemu, kto jej potrzebuje, nieważne jak trudne i niebezpieczne to zadanie.
GRD_200_THORUS_AUFNAHME_INFO_09_10.WAV;Thorus;Thorus;Bezimienny;Idź do Stone'a i poproś go o zbroję i miecz.
GRD_200_THORUS_AUFNAHME_INFO_09_11.WAV;Thorus;Thorus;Bezimienny;Znajdziesz go w kuźni, w Wewnętrznym Pierścieniu.
GRD_200_THORUS_NOCHWAS_INFO_09_01.WAV;Thorus;Thorus;Bezimienny;A, i jeszcze coś...
GRD_200_THORUS_NOCHWAS_INFO_09_02.WAV;Thorus;Thorus;Bezimienny;Witamy w Straży...
GRD_200_THORUS_WANNABEMAGE_INFO_15_01.WAV;Thorus;Bezimienny;Thorus;Interesuje mnie ścieżka magii...
GRD_200_THORUS_WANNABEMAGE_INFO_09_02.WAV;Thorus;Thorus;Bezimienny;W takim razie powinieneś porozmawiać z Corristo. To on uczył Miltena. Chyba nie powinno być żadnych przeciwwskazań.
GRD_200_THORUS_TEACH_15_00.WAV;Thorus;Bezimienny;Thorus;Możesz mnie czegoś nauczyć?
GRD_200_THORUS_TEACH_09_01.WAV;Thorus;Thorus;Bezimienny;Mogę ci pomóc w rozwinięciu twoich umiejętności i siły.
GRD_200_THORUS_ZWEIHAND1_INFO_15_01.WAV;Thorus;Bezimienny;Thorus;Chciałbym nauczyć się posługiwać dwuręcznym mieczem.
GRD_200_THORUS_ZWEIHAND1_INFO_09_02.WAV;Thorus;Thorus;Bezimienny;Dobrze, najpierw zajmiemy się podstawami.
GRD_200_THORUS_ZWEIHAND1_INFO_09_03.WAV;Thorus;Thorus;Bezimienny;Wyciągnij miecz przed siebie. Aby zaatakować wroga tak ciężką bronią, musisz mocniej się zamachnąć.
GRD_200_THORUS_ZWEIHAND1_INFO_09_04.WAV;Thorus;Thorus;Bezimienny;Unieś ramię i zdecydowanie opuść miecz. To powinno wystarczyć, żeby powalić przeciwnika na ziemię.
GRD_200_THORUS_ZWEIHAND1_INFO_09_05.WAV;Thorus;Thorus;Bezimienny;Wykorzystaj bezwładność broni, by unieść ją ponownie do góry.
GRD_200_THORUS_ZWEIHAND1_INFO_09_06.WAV;Thorus;Thorus;Bezimienny;Dwuręczne miecze świetnie sprawdzają się przy zadawaniu ciosów z boku. W ten sposób możesz trzymać przeciwnika na dystans.
GRD_200_THORUS_ZWEIHAND1_INFO_09_07.WAV;Thorus;Thorus;Bezimienny;To ci powinno wystarczyć na początek. Teraz trochę poćwicz.
GRD_200_THORUS_ZWEIHAND2_INFO_15_01.WAV;Thorus;Bezimienny;Thorus;Chciałbym dowiedzieć się czegoś więcej o walce dwuręcznym mieczem.
GRD_200_THORUS_ZWEIHAND2_INFO_09_02.WAV;Thorus;Thorus;Bezimienny;Musisz się nauczyć płynnie przenosić środek ciężkości. Trzymaj miecz pionowo. Obie dłonie mocno zaciśnij na jego rękojeści i przesuń go nieco w bok.
GRD_200_THORUS_ZWEIHAND2_INFO_09_03.WAV;Thorus;Thorus;Bezimienny;Teraz uderz szybko od góry, i pozwól klindze powędrować nad twoje ramię. Teraz możesz wyprowadzić szybkie cięcie na prawo.
GRD_200_THORUS_ZWEIHAND2_INFO_09_04.WAV;Thorus;Thorus;Bezimienny;Twój przeciwnik nie będzie miał okazji podejść bliżej.
GRD_200_THORUS_ZWEIHAND2_INFO_09_05.WAV;Thorus;Thorus;Bezimienny;Albo spróbuj wyprowadzić z lewej strony cios do przodu, aby odrzucić od siebie rywala. 
GRD_200_THORUS_ZWEIHAND2_INFO_09_06.WAV;Thorus;Thorus;Bezimienny;Teraz obrót, żeby kolejny cios nabrał odpowiedniej mocy. Przy odrobinie szczęścia wróg nie przeżyje tego uderzenia.
GRD_200_THORUS_ZWEIHAND2_INFO_09_07.WAV;Thorus;Thorus;Bezimienny;A jeśli i to nie wystarczy, wykorzystaj resztę siły zamachowej, by ponownie unieść miecz do góry.
GRD_200_THORUS_ZWEIHAND2_INFO_09_08.WAV;Thorus;Thorus;Bezimienny;Po skończonym ataku wykonaj zasłonę i wypatruj luki w obronie przeciwnika.
GRD_200_THORUS_ZWEIHAND2_INFO_09_09.WAV;Thorus;Thorus;Bezimienny;Kluczem do sukcesu jest ciągła zmiana pozycji i umiejętne wykorzystanie bezwładności broni.
INFO_JACKAL_HELLO_07_00.WAV;Szakal;Szakal;Bezimienny;Ach! Nowa twarz!
INFO_JACKAL_HELLO_15_01.WAV;Szakal;Bezimienny;Szakal;Czego chcesz?
INFO_JACKAL_HELLO_07_02.WAV;Szakal;Szakal;Bezimienny;Chcę ci zaoferować pomoc. Jesteś tu nowy, a nowi zawsze pakują się w kłopoty... Możesz sobie zaoszczędzić nieprzyjemności ofiarując mi... drobny datek.
INFO_JACKAL_HELLO_07_03.WAV;Szakal;Szakal;Bezimienny;Marne 10 bryłek rudy. Toż to grosze...
INFO_JACKAL_HELLO_PAY_15_00.WAV;Szakal;Bezimienny;Szakal;Masz tu 10 bryłek. Ale pomożesz mi, w razie potrzeby?
INFO_JACKAL_HELLO_PAY_07_01.WAV;Szakal;Szakal;Bezimienny;Jeśli tylko będę w pobliżu, możesz na mnie liczyć. Znajdziesz mnie pomiędzy targowiskiem a południową bramą.
INFO_JACKAL_HELLO_PAY_07_02.WAV;Szakal;Szakal;Bezimienny;Resztę obozu obstawiają Fletcher i Bloodwyn.
INFO_JACKAL_SCHUTZ_NOORE_07_00.WAV;Szakal;Szakal;Bezimienny;Hej, masz mnie za idiotę?! Wróć, jak będziesz miał dość rudy!
INFO_JACKAL_HELLO_WHATDOIGET_15_00.WAV;Szakal;Bezimienny;Szakal;A co będę z tego miał?
INFO_JACKAL_HELLO_WHATDOIGET_07_01.WAV;Szakal;Szakal;Bezimienny;Dopilnuję, żeby nic złego ci się nie przydarzyło na moim terenie.
INFO_JACKAL_HELLO_WHATDOIGET_07_02.WAV;Szakal;Szakal;Bezimienny;Jak goście z Nowego Obozu nadepną ci na odcisk albo wkurzy cię jakiś świr z Sekty, możesz na mnie liczyć.
INFO_JACKAL_HELLO_WHATDOIGET_07_03.WAV;Szakal;Szakal;Bezimienny;Jeśli weźmiesz się za łby z jakimś Kopaczem, pomożemy temu z was, który zapłacił podatek - proste, nie?
INFO_JACKAL_HELLO_WHATDOIGET_15_04.WAV;Szakal;Bezimienny;Szakal;A jeśli okaże się, że obydwaj zapłaciliśmy?
INFO_JACKAL_HELLO_WHATDOIGET_07_05.WAV;Szakal;Szakal;Bezimienny;Wtedy będziemy spokojnie patrzeć, jak się zarzynacie. Ale to się nie zdarza zbyt często.
INFO_JACKAL_HELLO_WHATIF_15_00.WAV;Szakal;Bezimienny;Szakal;A jeśli nie zapłacę?
INFO_JACKAL_HELLO_WHATIF_07_01.WAV;Szakal;Szakal;Bezimienny;Człowieku, nie narażaj się na niepotrzebny stres! Jesteś tu nowy - rozejrzyj się dookoła. Zbierz trochę rudy, a jak będziesz miał już dość - zapłać. Tak jest bezpieczniej.
